Ma ck,gia,eps,pe,gt so sach,klgd10,kl niem yet,kl luu hanh,von hoa
MCC,13.0,0.73,17.72,13.81,500.0,5016124.0,4986173.0,64.82
MCF,9.1,1.12,8.82,11.07,4196.0,10777838.0,10777838.0,106.7
MCG,1.81,0.25,7.4,4.81,20433.0,57510000.0,52050000.0,96.29
MCH,93.2,6.41,14.51,17.18,43737.0,732034645.0,708793818.0,65917.83
MCO,1.9,0.03,67.65,12.76,6941.0,4103929.0,4103929.0,8.21
MCP,28.4,1.0,28.18,13.8,923.0,15071337.0,15052615.0,425.99
MCT,7.3,0.7,10.42,17.0,,2500000.0,2500000.0,18.25
MCV,3.7,inf,,16.42,205939.0,12092161.0,12092161.0,43.53
MDA,9.0,0.2,45.17,11.59,,1200000.0,1200000.0,10.8
MDC,7.3,1.37,5.31,10.9,1421.0,21418346.0,21418346.0,156.35
MDF,5.0,0.31,16.04,12.12,,55113595.0,55113865.0,275.57
MDG,10.4,1.1,9.91,14.27,308.0,10889031.0,10324781.0,112.54
MDN,13.0,2.38,5.46,16.42,,10935584.0,10935584.0,142.16
MDT,7.5,1.77,4.23,13.29,,1510000.0,1510000.0,11.33
MED,39.0,inf,,27.06,4.0,6280095.0,6280095.0,244.92
MEF,1.6,7.63,0.21,30.95,,3940522.0,3891502.0,6.23
MEG,17.0,1.03,16.53,13.46,,44000000.0,44000000.0,748.0
MEL,8.7,0.31,28.09,12.54,,15000000.0,15000000.0,130.5
MFS,27.0,4.34,6.2,25.79,59186.0,7062979.0,7062979.0,189.99
MGC,5.6,0.43,13.11,10.46,,10800000.0,10800000.0,60.48
MGG,40.3,6.24,7.42,28.41,360.0,8999622.0,8999622.0,416.68
MH3,68.5,8.94,8.05,20.04,28586.0,12000000.0,12000000.0,864.0
MHL,3.1,0.22,15.44,11.85,1129.0,5430923.0,5288623.0,17.98
MHY,18.8,2.83,6.65,7254.06,,31800.0,31800.0,0.6
MIC,5.9,0.72,8.21,9.63,346.0,5544946.0,5573521.0,32.88
MIE,10.1,0.04,266.26,9.91,,141991500.0,141991500.0,1434.11
MIG,13.4,1.1,12.12,,146089.0,130000000.0,130000000.0,1729.0
MIH,5.4,inf,,15.02,9860.0,4000000.0,3780000.0,20.41
MJC,12.0,2.55,4.71,15.27,,1596620.0,1596620.0,19.16
MKP,40.5,1.33,30.56,54.26,731.0,23249000.0,22971354.0,930.34
MKV,26.0,0.83,31.17,11.19,,5000038.0,5000038.0,130.0
MLC,7.3,1.44,5.08,35.54,,4171175.0,4171175.0,30.45
MLN,2.0,0.81,2.83,11.35,10712.0,48625332.0,48625332.0,111.84
MML,47.9,0.36,136.65,16.7,33661.0,326714847.0,326714847.0,15878.34
MNB,26.0,2.42,10.74,19.58,41.0,18200000.0,18200000.0,473.2
MND,10.0,0.5,19.82,13.53,140.0,2194475.0,2194475.0,21.94
MPC,30.4,2.72,11.34,25.49,151234.0,200000000.0,197086610.0,6070.27
MPY,7.4,0.87,8.51,11.0,,6143000.0,6143000.0,45.46
MQB,9.7,1.05,9.21,311.86,,3675675.0,3675675.0,35.65
MQN,36.0,11.09,4.6,39.71,7266.0,3060353.0,3060466.0,113.24
MRF,25.3,1.82,15.97,19.48,17.0,3675404.0,3675404.0,106.59
MSH,41.0,5.18,7.93,26.02,117512.0,50009400.0,50009400.0,2055.39
MSN,84.5,2.06,41.01,17.5,992902.0,1174683246.0,1174683246.0,99260.73
MST,5.2,0.26,21.38,10.6,813829.0,35519986.0,35519986.0,195.36
MTC,9.5,0.02,498.11,10.75,,5200000.0,5165000.0,49.07
MTG,3.1,0.24,13.08,6.18,593.0,11999995.0,6300000.0,19.53
MTH,19.0,0.88,24.78,23.96,20.0,4787910.0,4787910.0,104.38
MTL,5.4,0.0,1892.97,9.71,1630.0,6000000.0,6000000.0,32.4
MTP,10.2,1.16,8.77,12.38,,6598367.0,6593767.0,67.26
MTS,14.4,0.97,14.83,11.44,,15000000.0,15000000.0,216.0
MTV,13.6,2.8,4.86,18.28,2.0,5400000.0,5400000.0,73.44
MVB,12.8,2.89,4.43,12.9,2305.0,105000000.0,105000000.0,1344.0
MVC,8.7,0.75,11.67,11.8,550.0,100000000.0,100000000.0,870.0
MVN,10.0,0.08,130.19,6.07,2220.0,1069300000.0,1069300000.0,10693.0
MVY,23.3,1.47,15.82,17.1,,5969946.0,5969946.0,139.1
MWG,115.3,8.47,13.63,33.61,989860.0,345562841.0,452650454.0,52281.13
NAC,2.6,2.59,1.0,11.19,,2835000.0,2835000.0,7.37
NAF,20.5,1.48,13.84,15.56,261814.0,47567852.0,47567790.0,975.14
NAG,4.5,0.61,7.57,12.28,35853.0,15888636.0,15888636.0,73.09
NAP,12.5,0.44,30.42,10.73,290.0,21517200.0,21517200.0,290.48
NAS,27.5,inf,,18.81,472.0,8315764.0,8315764.0,229.52
NAU,9.7,0.14,67.88,37.07,,3669999.0,3669999.0,35.6
NAV,20.9,3.33,6.27,13.23,128.0,8000000.0,7999980.0,167.2
NAW,9.5,0.02,459.11,12.67,133.0,37385983.0,29562207.0,280.84
NBB,22.0,1.92,12.04,26.0,8324.0,100475656.0,78249916.0,1811.49
NBC,5.9,0.25,23.64,11.79,85691.0,36999124.0,36999124.0,218.29
NBE,7.4,1.78,4.16,13.74,2150.0,5000000.0,5000000.0,37.0
NBP,12.3,2.02,5.95,20.53,290.0,12865500.0,12865500.0,154.39
NBR,9.0,2.03,4.43,13.02,,1806000.0,1806000.0,16.25
NBS,40.0,9.1,4.4,51.88,20.0,3153200.0,3153200.0,126.13
NBT,13.0,1.9,6.84,12.93,,29400000.0,29400000.0,382.2
NBW,27.0,1.43,17.0,15.05,20.0,10900000.0,10900000.0,264.87
NCT,71.0,7.66,9.25,16.63,37860.0,26166940.0,26165732.0,1855.15
ND2,28.3,2.14,13.56,13.75,1254.0,49993960.0,49993960.0,1449.82
NDC,36.6,8.83,5.8,38.9,10.0,5680000.0,5964000.0,305.36
NDF,0.5,1.09,0.46,11.09,4110.0,7853800.0,7853800.0,3.93
NDN,20.7,4.26,5.04,14.52,649412.0,62311555.0,62311555.0,1339.7
NDP,29.9,2.39,14.36,19.1,11.0,11100000.0,11100000.0,380.73
NDW,9.4,0.93,10.16,10.74,,34311748.0,34311748.0,322.53
NDX,8.5,0.54,15.81,7.29,3960.0,6087557.0,9587557.0,81.49
NED,8.6,2.03,4.23,10.13,4193.0,40500000.0,40500000.0,348.3
NET,58.6,5.86,10.0,15.96,1504.0,22398374.0,22398374.0,1312.54
NFC,7.9,0.49,16.06,11.45,,15731260.0,15731327.0,124.28
NHA,19.0,2.82,6.81,14.17,118693.0,24144965.0,24144965.0,463.58
NHC,27.6,4.52,6.62,20.65,4375.0,3041542.0,3041542.0,90.94
NHH,47.5,1.39,34.82,15.78,202885.0,34440000.0,36440000.0,1749.12
NHN,30.0,12.39,2.42,14.71,,200000000.0,200000000.0,6000.0
NHS,16.0,0.34,47.06,16.03,1341171.0,60750000.0,60750000.0,959.85
NHT,36.4,2.87,12.72,13.26,9276.0,15411541.0,15411541.0,562.52
NHV,25.1,1.81,13.89,15.46,,3223600.0,3223600.0,80.91
NHW,11.6,inf,,15.22,80.0,22950627.0,22937911.0,247.73
NIS,9.4,inf,,10.72,2340.0,3000000.0,2808000.0,27.8
NKD,43.0,inf,,20.83,40157.0,15124213.0,15122638.0,623.05
NKG,14.4,0.82,17.91,17.9,6384199.0,181999868.0,171999868.0,2537.0
NLC,27.8,inf,,19.4,14899.0,5000000.0,5000000.0,137.0
NLG,29.2,2.74,10.66,20.08,1105217.0,285270660.0,276056209.0,8060.84
NLS,6.8,1.0,6.79,11.4,,5009800.0,5009800.0,34.07
NMK,6.1,1.07,5.72,15.74,170.0,2700000.0,2700000.0,16.47
NNB,9.9,0.36,27.62,10.35,,15080000.0,15080000.0,149.29
NNC,39.3,5.75,6.85,16.99,134158.0,21920000.0,21920000.0,862.55
NNT,24.8,4.95,5.01,18.28,10.0,9490841.0,9490841.0,235.37
NPH,11.4,0.31,36.49,13.31,,2000000.0,2000000.0,22.8
NPS,23.0,0.3,87.36,14.57,240.0,2170000.0,2170000.0,57.29
NQB,26.9,0.38,70.87,10.64,,17230204.0,17230204.0,463.49
NQN,31.6,0.98,32.36,11.28,10.0,50831593.0,50831593.0,1606.28
NQT,8.7,0.64,13.58,10.83,,18233269.0,18233269.0,158.63
NRC,13.2,1.0,13.84,14.64,131731.0,28979805.0,30179805.0,398.37
NS2,10.0,0.22,44.57,10.21,40.0,56800000.0,56800000.0,568.0
NS3,18.4,2.71,8.15,17.07,520.0,6600000.0,7919999.0,145.73
NSC,79.5,11.09,7.21,59.21,14041.0,17586988.0,17574516.0,1405.96
NSH,4.2,0.09,44.35,11.54,168191.0,20693437.0,20693437.0,80.7
NSL,10.2,2.56,6.42,16.25,370.0,6209630.0,10000000.0,102.0
NSS,12.2,2.24,5.44,18.42,,10263942.0,10263942.0,125.22
NST,7.0,0.91,7.56,15.03,71692.0,11202003.0,11202003.0,77.29
NT2,23.7,2.2,10.76,14.22,699991.0,287876029.0,287876029.0,6808.27
NTC,246.9,18.64,23.24,45.46,64496.0,16000000.0,23999980.0,6813.59
NTF,25.0,0.38,66.14,13.43,,6000000.0,6000000.0,150.0
NTH,29.4,2.15,13.75,13.26,3030.0,10802053.0,10802053.0,318.66
NTL,22.7,3.76,6.11,18.01,798955.0,63600000.0,60989950.0,1402.77
NTP,36.7,3.81,9.58,22.77,123227.0,117796183.0,117796183.0,4299.56
NTR,4.8,2.08,2.31,12.47,,1492000.0,1492000.0,7.16
NTW,19.0,1.25,15.24,17.43,1640.0,10000000.0,10000000.0,190.0
NUE,8.3,1.03,8.06,11.6,790.0,6000000.0,6000000.0,49.8
NVL,65.5,5.89,11.39,25.64,2268494.0,984273682.0,985449747.0,66123.68
NVP,6.3,0.18,34.77,11.67,,10963000.0,10963000.0,69.07
NVT,5.71,0.02,273.93,3.01,13934.0,90500000.0,90500000.0,520.38
NWT,5.6,0.37,15.04,10.42,,8500000.0,8500000.0,47.6
